Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,First seen,Last seen,Source file
23,white+whatsapp+logo – Yahoo Sökresultat,https://se.search.yahoo.com/mobile/s?b=43&ei=UTF-8&pz=7&q=white%2Bwhatsapp%2Blogo&xargs=0,https://www.nano-banana.ai/,www.nano-banana.ai Nano Banana - Advanced AI Image Generator,10,23,False,False,False,2025-09-26,2026-02-17,nano-banana-ai-backlinks.csv
23,Hacker News Day,https://hackernewsday.com/?ref=producthunt,https://nanobananas.ai/banana-image-prompt,Show HN: Nano Banana AI Prompt Gallery,2769,4,False,False,False,2025-10-16,2025-10-16,nanobananas-ai-backlinks.csv
23,yahoo+news - Yahoo Suchergebnisse,https://at.search.yahoo.com/mobile/s?b=8&ei=UTF-8&pz=7&q=yahoo%2Bnews&xargs=0,https://nanobanana.im/,nanobanana.im Nano Banana | Nano Banana Pro - Free Advanced Google Image Editor,10,34,False,False,False,2026-02-16,2026-02-16,nanobanana-im-backlinks.csv
23,yahoo+news - Yahoo Suchergebnisse,https://at.search.yahoo.com/mobile/s?b=8&ei=UTF-8&pz=7&q=yahoo%2Bnews&xargs=0,https://nanobanana.org/es,nanobanana.org › es Nano Banana Pro - Generador de Imágenes IA | Edita imágenes con...,10,34,False,False,False,2026-02-16,2026-02-16,nanobanana-org-backlinks.csv
23,Prêmio Master imobiliário: Lenny Leone entrevista Sérgio Porto - BandNews,https://bandnewstv.uol.com.br/premio-master-imobiliario-lenny-leone-entrevista-sergio-porto/,https://nanobanana.org/,Banana Pro,724,826,True,False,True,2026-03-09,2026-03-09,nanobanana-org-backlinks.csv
23,想玩 Nano Banana Pro 生圖但毫無頭緒？分享 2 個提示詞網站，複製貼上就搞定！ - 蘋果仁 - 果仁 iPhone/iOS/好物推薦科技媒體,https://applealmond.com/posts/297992,https://nanobananaprompt.org/prompts/,點這邊,15,161,False,False,False,2025-11-23,2026-02-26,nanobananaprompt-org-backlinks.csv
23,photo+tumblr - Yahoo Search - Actualités,https://chfr.search.yahoo.com/mobile/sapp?appid=Dgm75h6o&b=22&ei=UTF-8&p=photo%2Btumblr&pz=7&xargs=0,https://banana-ai.org/fr,banana-ai.org › fr Banana AI – Éditeur photo IA gratuit propulsé par Google Nano...,10,29,False,False,False,2025-12-22,2025-12-22,banana-ai-org-backlinks.csv
23,Maximize Your Returns with a 1031 Exchange,https://blog.bhhscalifornia.com/maximize-your-returns-with-a-1031-exchange-a-guide-for-real-estate-investors/,https://banananano.ai/,google nano banana,2447,5020,True,False,True,2025-09-22,2025-12-12,banananano-ai-backlinks.csv
23,My Blog – My WordPress Blog,https://theguernsey-shop.co.uk/,https://banananano.ai/,nano banana,29,38,False,False,False,2025-09-06,2025-11-04,banananano-ai-backlinks.csv
22,My Blog - My WordPress Blog,https://theundiscoveredstars.co.uk/,https://banananano.ai/,Gemini 3 Pro,790,1068,False,False,False,2025-11-30,2025-12-13,banananano-ai-backlinks.csv
22,GPS Locator v1.0 – Brian's Design Incubator,https://blogs.baruch.cuny.edu/skutch/?p=49,https://banananano.ai/,nano banana ai,7932,15399,True,False,True,2025-09-20,2025-10-12,banananano-ai-backlinks.csv
22,My Blog - My WordPress Blog,https://theundiscoveredstars.co.uk/,https://banananano.ai/,nano banana,790,1068,False,False,False,2025-09-04,2025-12-13,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,http://lookweep.co.uk/?error=1,https://banananano.ai/,nano banana,1002,1582,False,False,False,2026-01-17,2026-01-17,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,https://lookweep.co.uk/?ref,https://banananano.ai/,nano banana,1002,1582,False,False,False,2026-01-17,2026-01-17,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,http://lookweep.co.uk/?aaa&ccode=0001&class=16&mnid=51941,https://banananano.ai/,nano banana,998,1578,False,False,False,2026-01-17,2026-01-17,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,http://lookweep.co.uk/?bpt=WAP&operation_status=noauth&partner_key&service_code&transactid=2280963900011_3669,https://banananano.ai/,nano banana,1002,1582,False,False,False,2026-01-17,2026-01-17,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,https://lookweep.co.uk/?force_desktop=1,https://banananano.ai/,nano banana,998,1578,False,False,False,2026-01-17,2026-01-17,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,https://armstrongpayrollsolutions.co.uk/,https://banananano.ai/,nano banana,32,38,False,False,False,2025-09-04,2025-10-10,banananano-ai-backlinks.csv
21,My Blog – My WordPress Blog,https://retailanswers.co.uk/,https://banananano.ai/,nano banana,33,38,False,False,False,2025-09-04,2025-09-18,banananano-ai-backlinks.csv
20,🏆 I Migliori Tools di Marketing del 2025 - by Gio,https://ultimatetoolsnewsletter.substack.com/p/i-migliori-tools-di-marketing-del,https://www.nano-banana.ai/,Nano Banana,43,11,False,False,False,2026-01-25,2026-03-11,nano-banana-ai-backlinks.csv
20,貝爾科科・Issue 048 - 貝爾科科,https://bearsudev.substack.com/p/issue-048,https://nanobananaprompt.org/prompts/,Nano Banana Prompt Gallery,25,9,True,False,True,2025-12-19,2026-03-14,nanobananaprompt-org-backlinks.csv
20,策展筆記 Vol.18 - by Rita 瑞塔 - 塔報,https://theritachen.substack.com/p/vol18,https://nanobananaprompt.org/,Nano Banana Prompt .org,17,10,False,False,False,2025-12-01,2026-03-13,nanobananaprompt-org-backlinks.csv
20,小海報 74 - Nano Banana Pro 特輯 - by 海總理 - 小海報,https://tzangms.substack.com/p/74-nano-banana-pro,https://nanobananaprompt.org/prompts/,Nano Banana Prompt Gallery - Nano Banana Prompt,13,10,False,False,False,2025-12-01,2026-03-07,nanobananaprompt-org-backlinks.csv
20,❤️ Il nuovo Tinder? - Digital Journalism,https://fraoggiano.substack.com/p/il-nuovo-tinder,https://www.bananaprompts.xyz/,lui ti dà il prompt per ricrearla nella versione che vuoi tu,36,18,False,False,False,2026-01-07,2026-03-03,bananaprompts-xyz-backlinks.csv
20,一鍵生成專屬AI公仔！最強AI模型「Nano Banana」熱潮來襲 | 記者爆料網,https://new-reporter.com/news/66419/,https://banananano.ai/,Nano Banana AI,14,100,False,False,False,2025-09-08,2026-01-14,banananano-ai-backlinks.csv
20,My Blog – My WordPress Blog,https://lookweep.co.uk/,https://banananano.ai/,nano banana,998,1578,False,False,False,2026-01-16,2026-01-17,banananano-ai-backlinks.csv
20,"#7: Nano Banana, Nano Banana, Nano Banana",https://demystiq.substack.com/p/7-nano-banana-nano-banana-nano-banana,https://banananano.ai/,Nano Banana web app,27,20,True,False,True,2025-10-10,2026-03-12,banananano-ai-backlinks.csv
20,"Will your AI agent go to jail, or you? - by Saar Drimer",https://saar.substack.com/p/will-your-ai-agent-go-to-jail-or,https://www.nano-banana.ai/,Nano Banana AI,8,22,True,False,True,2026-02-08,2026-03-13,nano-banana-ai-backlinks.csv
20,"#7: Nano Banana, Nano Banana, Nano Banana",https://demystiq.substack.com/p/7-nano-banana-nano-banana-nano-banana,https://banananano.ai/,Nano Banana,27,20,True,False,True,2025-10-10,2026-03-12,banananano-ai-backlinks.csv
19,Home Winterization 101,https://news.getdelmar.com/home-winterization-101/,https://banananano.ai/,nano banana ai,8650,39,True,False,True,2025-09-22,2025-10-17,banananano-ai-backlinks.csv
19,Blog de Luis Mochán,http://em.fis.unam.mx/blog/mochan/varios/charlatanes20100126.writeback,https://nanoprompts.org/,wizcy,287,27,False,False,False,2025-10-24,2026-03-06,nanoprompts-org-backlinks.csv
19,☕️ Innovation Espresso #54 - by Davide Ritorto,https://openroadventuress.substack.com/p/innovation-espresso-54,https://www.bananaprompts.xyz/,Give it a go,29,13,False,False,False,2025-12-26,2026-02-20,bananaprompts-xyz-backlinks.csv
19,Blog de Luis Mochán,http://em.fis.unam.mx/blog/mochan/varios/20170104rodada.writeback,https://nanoprompts.org/,wizcy,207,36,False,False,False,2025-10-24,2026-03-09,nanoprompts-org-backlinks.csv
19,My Blog – My WordPress Blog,https://webdesign-cirencester.co.uk/,https://banananano.ai/,Gemini 3 Pro,51,46,False,False,False,2025-12-01,2026-01-06,banananano-ai-backlinks.csv
19,My Blog – My WordPress Blog,https://e-advantagesolutions.co.uk/,https://banananano.ai/,nano banana,35,38,False,False,False,2025-09-05,2025-09-17,banananano-ai-backlinks.csv
19,Home Winterization 101,https://news.getdelmar.com/home-winterization-101/,https://banananano.ai/,nano banana,8650,39,True,False,True,2025-09-22,2025-10-17,banananano-ai-backlinks.csv
19,Disney AI Poster - AI Movie Poster Generator,https://disneyaiposter.com/,https://nanobanana.im/,Nano Banana AI,19,11,False,False,False,2025-08-24,2025-11-07,nanobanana-im-backlinks.csv
19,Nano Banana Pro新手懶人包！複製貼上就能生成超專業美圖 | ETtoday AI科技 | ETtoday新聞雲,https://ai.ettoday.net/news/3074666,https://nanobananaprompt.org/,Nano Banana Prompt.org,14,72,False,False,False,2025-11-30,2026-03-01,nanobananaprompt-org-backlinks.csv
19,"New York, New Ideas & Bananas for Nano Banana",https://tastymagazine.substack.com/p/issue-31-tasty-magazine,https://nanobananaimg.com/?gad_campaignid=22910003268&gad_source=1&gbraid=0AAAABBJ4uabu-bEsOXLW8y6lbdhC3qQyK,"Silly name, serious potential.",19,11,False,False,False,2025-09-08,2026-02-13,nanobananaimg-com-backlinks.csv
19,ここからも始めよう｜心に響く写真コンテスト＠村雲村,http://pic.murakumomura.com/2010/01/07/post_1895/,https://nanobanana.org/,Nano Banana Pro,10473,98,True,False,False,2026-01-25,2026-02-05,nanobanana-org-backlinks.csv
19,My Blog - My WordPress Blog,https://bezembinderproducties.nl/,https://banananano.ai/,nano banana ai,23,26,False,False,False,2025-08-29,2025-11-06,banananano-ai-backlinks.csv
18,Young pretty girl posing in the street -,http://reservationslunel.groupe-lentrepotes.fr/blog-post-layout-01/,https://banananano.ai/,nano banana ai,24887,10915,False,False,False,2025-09-23,2025-10-16,banananano-ai-backlinks.csv
18,Design Problem – Where Have All the Good Pockets Gone? – Brian's Design Incubator,https://blogs.baruch.cuny.edu/skutch/?p=39,https://banananano.ai/,google nano banana,8313,16464,True,False,True,2025-09-21,2025-10-13,banananano-ai-backlinks.csv
18,Talking to the Customer… “I don’t get it – it’s like an overly complicated fanny pack that doesn’t hold as much” – Brian's Design Incubator,https://blogs.baruch.cuny.edu/skutch/?p=56,https://banananano.ai/,google nano banana,6352,12501,True,False,True,2025-09-23,2025-10-11,banananano-ai-backlinks.csv
18,Cómo comprobar el almacenamiento del iPhone por IMEI - Noticias - IMEI.info,https://www.imei.info/es/news/how-check-iphone-storage-imei/,https://bananaproai.com/,Nano Banana Pro,12,99,False,False,False,2026-01-08,2026-03-03,bananaproai-com-backlinks.csv
18,[AI] Google banana AI 提示詞集合網站,https://dizzy03.pixnet.net/blog/posts/4045880925,https://nanobananaprompt.org/prompts/,https://nanobananaprompt.org/prompts/,1,55,False,False,False,2025-12-12,2026-03-14,nanobananaprompt-org-backlinks.csv
18,實測 Nano Banana Pro，資訊快速視覺化成關鍵亮點 | TechNews 科技新報,https://technews.tw/2025/11/24/google-nano-banana-pro-is-insane/,https://nanobananaprompt.org/nano-banana-pro-prompts/,國外網站,17,162,False,False,False,2025-11-24,2026-02-10,nanobananaprompt-org-backlinks.csv
18,素人也能畫出食譜菜單、機械構造、四格漫畫圖 Nano Banana Pro這樣下指令更準確 可顯示繁體中文 #GEMINI (244684) - Cool3c,https://www.cool3c.com/article/244684,https://nanobananaprompt.org/prompts/,Nano Banana Prompt Gallery,12,70,False,False,False,2025-11-26,2026-03-12,nanobananaprompt-org-backlinks.csv
17,This is a standard post with a html5 video -,https://reservationslunel.groupe-lentrepotes.fr/this-is-a-standard-post-with-a-html5-video/,https://banananano.ai/,nano banana,14356,12552,False,False,False,2025-09-28,2025-10-28,banananano-ai-backlinks.csv
17,"David Offer, Marc & Sara Shevin Turn in Repeat Performances in Variety’s Showbiz Real Estate Elite",https://blog.bhhscalifornia.com/david-offer-marc-sara-shevin-turn-in-repeat-performances-in-varietys-showbiz-real-estate-elite/,https://banananano.ai/,nano banana ai,1663,1983,True,False,True,2025-09-22,2025-12-16,banananano-ai-backlinks.csv
17,My Blog – My WordPress Blog,https://www.affectiontodetail.co.uk/,https://banananano.ai/,Gemini 3 Pro,14,38,False,False,False,2025-11-05,2025-11-27,banananano-ai-backlinks.csv
17,My Blog – My WordPress Blog,https://www.affectiontodetail.co.uk/,https://banananano.ai/,nano banana,28,38,False,False,False,2025-09-06,2025-11-07,banananano-ai-backlinks.csv
17,"Nano Banana AI Launches in Los Angeles, Setting New Standard for Consistent, Intuitive Image Editing",https://wgntv.com/business/press-releases/globenewswire/9521269/nano-banana-ai-launches-in-los-angeles-setting-new-standard-for-consistent-intuitive-image-editing/,https://banananano.ai/,Nano Banana AI,38,181,True,False,False,2025-09-15,2025-12-26,banananano-ai-backlinks.csv
17,"Nano Banana AI Launches in Los Angeles, Setting New Standard for Consistent, Intuitive Image Editing",https://wgntv.com/business/press-releases/globenewswire/9521269/nano-banana-ai-launches-in-los-angeles-setting-new-standard-for-consistent-intuitive-image-editing/,https://banananano.ai/,Nano Banana AI Official Website,38,181,True,False,False,2025-09-15,2025-12-26,banananano-ai-backlinks.csv
17,My Blog - My WordPress Blog,https://vechtsportschoolamstelveen.nl/,https://banananano.ai/,Nano banana 2,24,28,False,False,False,2025-11-07,2025-11-26,banananano-ai-backlinks.csv
17,My Blog - My WordPress Blog,https://vanderhucht-pauluspotter.nl/,https://banananano.ai/,Nano banana 2,23,28,False,False,False,2025-11-09,2025-11-30,banananano-ai-backlinks.csv
17,My Blog - My WordPress Blog,https://pvda-woudenberg.nl/,https://banananano.ai/,ai nano banana,25,41,False,False,False,2025-08-25,2025-11-12,banananano-ai-backlinks.csv
17,My Blog - My WordPress Blog,https://vechtsportschoolamstelveen.nl/,https://banananano.ai/,nano banana ai,27,28,False,False,False,2025-08-28,2025-11-07,banananano-ai-backlinks.csv
17,You are what you are seen to be -,http://reservationslunel.groupe-lentrepotes.fr/blog-post-layout-03/,https://banananano.ai/,nano banana google,25052,11066,False,False,False,2025-09-23,2025-11-03,banananano-ai-backlinks.csv
17,My Blog - My WordPress Blog,http://kleindierenmarktbarneveld.nl/,https://banananano.ai/,nano banana ai,28,28,False,False,False,2025-08-24,2025-11-05,banananano-ai-backlinks.csv
17,elhenrico's favorites | Hacker News,https://news.ycombinator.com/favorites?id=elhenrico,https://nanobananas.ai/banana-image-prompt,Show HN: Nano Banana AI Prompt Gallery,31,166,True,False,False,2026-01-06,2026-01-06,nanobananas-ai-backlinks.csv
17,ИИ-компаньоны обещают облегчить одиночество - Новости - IMEI.info,https://www.imei.info/ru/news/ai-companions-promise-ease-loneliness/,https://bananaproai.com/,Nano Banana Pro,6,94,False,False,False,2026-01-08,2026-03-02,bananaproai-com-backlinks.csv
17,My Blog - My WordPress Blog,http://kleindierenmarktbarneveld.nl/,https://banananano.ai/,Nano banana 2,27,28,False,False,False,2025-11-05,2025-11-30,banananano-ai-backlinks.csv
16,Greenville County 2022 Master Gardeners Volunteer Training Class – Clemson Extension Upstate District,https://blogs.clemson.edu/upstate/greenville-county-2022-master-gardeners-volunteer-training-class/,https://banananano.ai/,google nano banana,722,968,True,False,True,2025-09-19,2025-09-19,banananano-ai-backlinks.csv
